id	facility_id	year	product	value_tonnes	transport_to	transport_by	export	export_to	reporting_period	source_id	comment
374	COM00448.00	2017	F.coal			Truck				det_2026	
375	COM00480.00	2019	F.coal			Rail, Truck, Barge				det_2011	
376	COM00484.00	2013	Con.Cu		Port of Geraldton	Truck	Yes	Europe, Asia		det_1270	
377	COM00484.00	2013	Con.pgm		Port of Geraldton	Truck	Yes	Europe, Asia		det_1270	
378	COM00484.00	2013	Con.Zn		Port of Geraldton	Truck	Yes	Europe, Asia		det_1270	
379	COM00489.00		F.coc		Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port	Rail				det_1137	
380	COM00491.00	2018				Road, Air, Sea				det_1074	
381	COM00496.00	2019	Con.Cu		PT Smelting					det_1378	
382	COM00499.00	2019	F.coal			CSX rail				det_2025	
383	COM00502.01		F.coc		Hay Point port, Gladstone port	Rail				det_1137	
384	COM00502.02		F.coc		Hay Point port, Gladstone port	Rail				det_1137	
385	COM00518.00	2018				Railway, Sea				det_1074	
386	COM00519.00	2018				Railway, Sea				det_1074	
387	COM00520.00	2018				Railway, Sea				det_1074	
388	COM00521.00	2019	F.coal			Rail, Truck, Barge				det_2011	
389	COM00530.00	2019				Road				det_1378	
390	COM00532.00	2015	Con.Fe	3640000	AHMSA Monclova Steel Plant		No			det_2172	
391	COM00532.00	2016	Con.Fe	3570000	AHMSA Monclova Steel Plant		No			det_1974	
392	COM00532.00	2017	Con.Fe	3090000	AHMSA Monclova Steel Plant		No			det_1974	
393	COM00532.00	2018	Con.Fe	3390000	AHMSA Monclova Steel Plant		No			det_1974	
394	COM00541.00	2009	O.Ni	247021			Yes	China		det_2306	Nickel grade: 1.86%
395	COM00541.00	2009	O.Ni	1939626			Yes	China		det_2306	Nickel grade: 1%
396	COM00541.00	2010	O.Ni	265043			Yes	China		det_2306	Nickel grade: 1.76%
397	COM00541.00	2010	O.Ni	2101807			Yes	China		det_2306	Nickel grade: 0.9%
398	COM00541.00	2011	O.Ni	115571			Yes	China		det_2306	Nickel grade: 1.68%
399	COM00541.00	2011	O.Ni	11000			Yes	Japan		det_2306	Nickel grade: 0.76%
400	COM00541.00	2011	O.Ni	2462303			Yes	China		det_2306	Nickel grade: 0.8%
401	COM00541.00	2012	O.Ni	2636698			Yes	China		det_2305	Nickel grade: 0.85%
402	COM00541.00	2013	O.Ni	99043			Yes	China		det_2305	Nickel grade: 1.73%
403	COM00541.00	2013	O.Ni	3342936			Yes	China		det_2305	Nickel grade: 0.84%
404	COM00541.00	2014	O.Ni	314083			Yes	China		det_2304	Nickel grade: 1.58%
405	COM00541.00	2014	O.Ni	3148861			Yes	China		det_2304	Nickel grade: 0.88%
406	COM00541.00	2015	O.Ni	649662			Yes	China		det_2304	Nickel grade: 1.53%
407	COM00541.00	2015	O.Ni	2559815			Yes	China		det_2304	Nickel grade: 0.87%
408	COM00541.00	2016	O.Ni	1191431			Yes	China		det_2304	Nickel grade: 1.49%
409	COM00541.00	2016	O.Ni	1842894			Yes	China		det_2304	Nickel grade: 0.91%
410	COM00541.00	2017	O.Ni	51906			Yes	Japan		det_2046	Nickel grade: 1.45%
411	COM00541.00	2017	O.Ni	485613			Yes	China		det_2046	Nickel grade: 1.39%
412	COM00541.00	2017	O.Ni	49946			Yes	Japan		det_2046	Nickel grade: 1%
413	COM00541.00	2017	O.Ni	266904			Yes	China		det_2046	Nickel grade: 0.82%
414	COM00541.00	2018	O.Ni	1477347			Yes	China		det_2046	Nickel grade: 1.51%
415	COM00541.00	2018	O.Ni	674610			Yes	China		det_2046	Nickel grade: 0.88%
416	COM00541.00	2019	O.Ni	485613			Yes	China		det_2046	Nickel grade: 1.53%
417	COM00541.00	2019	O.Ni	10007	Coral Bay Nickel Corporation		No			det_2046	Nickel grade: 1.27%
418	COM00541.00	2019	O.Ni	1524216			Yes	China		det_2046	Nickel grade: 0.85%
419	COM00544.00	2018				Railway, Sea				det_1074	
420	COM00545.00	2016	F.coal			Rail, Truck, Barge				det_2233	
421	COM00549.00	2003	F.coal			Rail				det_2024	
422	COM00560.00	2010	Con.Cu		San Luis Potosi Smelter					det_1420	
423	COM00560.00	2011	Con.Cu		La Caridad Processing					det_1420	
424	COM00560.00	2013	Con.Cu		San Luis Potosi Refinery					det_1420	
425	COM00560.00	2013	Con.Zn		San Luis Potosi Refinery					det_1420	
426	COM00562.00	2013	Con.Cu		La Caridad					det_1420	
427	COM00563.00	2013	Con.Zn		San Luis Potosi Refinery					det_1420	
428	COM00568.00	2019				Rail, Lake vessels, Road				det_1606	
429	COM00571.00	2005	F.coal			Rail				det_2022	
430	COM00573.00	2000		604000			Yes			det_2434	
431	COM00573.00	2001		833000			Yes			det_2434	
432	COM00573.00	2002		899000			Yes			det_2433	
433	COM00573.00	2003		861000			Yes			det_2433	
434	COM00573.00	2004		842000			Yes			det_2432	
435	COM00573.00	2005		872000			Yes			det_2432	
436	COM00573.00	2006		1077000			Yes			det_2431	
437	COM00573.00	2007		662000			Yes			det_2431	
438	COM00583.00				Tubarao port	Rail				det_1371	
439	COM00584.00	2010	O.Fe	526000			Yes			det_2149	
440	COM00584.00	2011	O.Fe	785000			Yes			det_2149	
441	COM00584.00	2012	O.Fe	1338000			Yes			det_2148	
442	COM00584.00	2013	O.Fe	499000			Yes			det_2148	
443	COM00584.00	2014	O.Fe	680000			Yes			det_2147	
444	COM00584.00	2015	O.Fe	0			Yes			det_2147	
445	COM00584.00	2016	O.Fe	521000			Yes			det_2146	
446	COM00584.00	2017	O.Fe	891000			Yes			det_2146	
447	COM00584.00	2018	O.Fe	3274000			Yes			det_2145	
448	COM00584.00	2019	O.Fe	4631000			Yes			det_2145	
449	COM00595.00	2019	O.Al		Chalco Henan Branch	Rail, Road	No			det_1772	
450	COM00597.00				Port Hedland	Overland conveyor, Rail				det_1137	
451	COM00601.00	2012	F.coal			Rail, Truck				det_2019	
452	COM00607.00	2019				Rail				det_1768	
453	COM00619.00	2011	F.coc		Temirtau steel plant		No			det_1676	
454	COM00619.00	2012	F.coc		Temirtau steel plant		No			det_1675	
455	COM00619.00	2013	F.coc		Temirtau steel plant		No			det_1607	
456	COM00619.00	2014	F.coc		Temirtau steel plant		No			det_1674	
457	COM00619.00	2015	F.coc		Temirtau steel plant		No			det_1673	
458	COM00619.00	2016	F.coc		Temirtau steel plant		No			det_1672	
459	COM00619.00	2017	F.coc		Temirtau steel plant		No			det_1671	
460	COM00619.00	2018	F.coc		Temirtau steel plant		No			det_1670	
461	COM00619.00	2019	F.coc		Temirtau steel plant		No			det_1606	
462	COM00626.00	2019	F.coal			Rail				det_2215	
463	COM00630.00	2018	F.coal			Truck, Rail, Conveyor belt				det_2030	
464	COM00632.00	2011	Con.Fe	700000	Temirtau steel plant	Rail	No			det_1676	
465	COM00632.00	2012	Con.Fe	680000	Temirtau steel plant	Rail	No			det_1675	
466	COM00632.00	2013	Con.Fe	700000	Temirtau steel plant	Rail	No			det_1607	
467	COM00632.00	2014	Con.Fe	700000	Temirtau steel plant	Rail	No			det_1674	
468	COM00632.00	2015	Con.Fe	700000	Temirtau steel plant	Rail	No			det_1673	
469	COM00632.00	2016	Con.Fe	500000	Temirtau steel plant	Rail	No			det_1672	
470	COM00632.00	2017	Con.Fe	400000	Temirtau steel plant	Rail	No			det_1671	
471	COM00632.00	2018	Con.Fe	600000	Temirtau steel plant	Rail	No			det_1670	
472	COM00632.00	2019	Con.Fe	400000	Temirtau steel plant	Rail	No			det_1606	
473	COM00633.00	2020	F.coal		Gladstone port	Rail				det_2463	
474	COM00641.00	2020	M.nep		Achinsk Alumina Refinery	Rail	No			det_1891	
475	COM00644.00	2016	F.coal	8667000			Yes	China		det_2978	
476	COM00644.00	2016	F.coal	3231000			Yes	India		det_2978	
477	COM00644.00	2016	F.coal	2650000			Yes	Korea		det_2978	
478	COM00644.00	2016	F.coal	2350000			Yes	Philippines		det_2978	
479	COM00644.00	2016	F.coal	1835000			Yes	Malaysia		det_2978	
480	COM00644.00	2016	F.coal	1460000			Yes	Japan		det_2978	
481	COM00644.00	2016	F.coal	1275000			Yes	Taiwan		det_2978	
482	COM00644.00	2016	F.coal	970000			Yes	Thailand		det_2978	
483	COM00644.00	2017	F.coal	10800000			Yes	China		det_2801	
484	COM00644.00	2017	F.coal	3100000			Yes	India		det_2801	
485	COM00644.00	2017	F.coal	3500000			Yes	Korea		det_2801	
486	COM00644.00	2017	F.coal	1500000			Yes	Philippines		det_2801	
487	COM00644.00	2017	F.coal	1300000			Yes	Malaysia		det_2801	
488	COM00644.00	2017	F.coal	1200000			Yes	Japan		det_2801	
489	COM00644.00	2017	F.coal	1400000			Yes	Taiwan		det_2801	
490	COM00644.00	2017	F.coal	500000			Yes	Thailand		det_2801	
491	COM00644.00	2018	F.coal	12100000			Yes	China		det_2800	
492	COM00644.00	2018	F.coal	3000000			Yes	India		det_2800	
493	COM00644.00	2018	F.coal	3400000			Yes	Korea		det_2800	
494	COM00644.00	2018	F.coal	700000			Yes	Philippines		det_2800	
495	COM00644.00	2018	F.coal	2100000			Yes	Malaysia		det_2800	
496	COM00644.00	2018	F.coal	1300000			Yes	Japan		det_2800	
497	COM00644.00	2018	F.coal	1600000			Yes	Taiwan		det_2800	
498	COM00644.00	2019	F.coal	12100000			Yes	China		det_2977	
499	COM00644.00	2019	F.coal	3300000			Yes	India		det_2977	
500	COM00644.00	2019	F.coal	2900000			Yes	Korea		det_2977	
501	COM00644.00	2019	F.coal	800000			Yes	Philippines		det_2977	
502	COM00644.00	2019	F.coal	2000000			Yes	Malaysia		det_2977	
503	COM00644.00	2019	F.coal	1000000			Yes	Japan		det_2977	
504	COM00644.00	2019	F.coal	1400000			Yes	Taiwan		det_2977	
505	COM00644.00	2019	F.coal	200000			Yes	Singapore		det_2977	
506	COM00644.00	2020	F.coal	11500000			Yes	China		det_3677	
507	COM00644.00	2020	F.coal	3000000			Yes	India		det_3677	
508	COM00644.00	2020	F.coal	1000000			Yes	Korea		det_3677	
509	COM00644.00	2020	F.coal	1800000			Yes	Philippines		det_3677	
510	COM00644.00	2020	F.coal	2100000			Yes	Malaysia		det_3677	
511	COM00644.00	2020	F.coal	900000			Yes	Japan		det_3677	
512	COM00644.00	2020	F.coal	1400000			Yes	Taiwan		det_3677	
513	COM00644.00	2020	F.coal	200000			Yes	Singapore		det_3677	
514	COM00650.00	2020	F.coal		NPLCT (North Pulau Laut Coal Terminal)					det_2465	
515	COM00652.00	2015	Con.Fe		Port of Narvik	Rail	Yes	Norway		det_1700	
516	COM00652.00	2016	Con.Fe		Port of Narvik	Rail	Yes	Norway		det_1699	
517	COM00652.00	2017	Con.Fe		Port of Narvik	Rail	Yes	Norway		det_1699	
518	COM00652.00	2018	Con.Fe		Port of Narvik	Rail	Yes	Norway		det_3674	
519	COM00652.00	2019	Con.Fe		Port of Narvik	Rail	Yes	Norway		det_3674	
520	COM00693.00		Con.Cu		La Caridad Processing	Rail, Truck				det_1015	
521	COM00709.00	2008	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1679	
522	COM00709.00	2009	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1678	
523	COM00709.00	2010	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1677	
524	COM00709.00	2011	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1676	
525	COM00709.00	2012	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1675	
526	COM00709.00	2013	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1607	
527	COM00709.00	2014	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1674	
528	COM00709.00	2015	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1673	
529	COM00709.00	2016	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1672	
530	COM00709.00	2017	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1671	
531	COM00709.00	2018	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1670	
532	COM00709.00	2019	Con.Fe		Lazaro Cardenas steel plant	Pipeline	No			det_1606	
533	COM00713.00	2019				Sea, Rail				det_1606	
534	COM00714.00	2010	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
535	COM00714.00	2011	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
536	COM00714.00	2012	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
537	COM00714.00	2013	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
538	COM00714.00	2014	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
539	COM00714.00	2015	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
540	COM00714.00	2016	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
541	COM00714.00	2017	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
542	COM00714.00	2018	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
543	COM00714.00	2019	Con.Fe		Oskol Electrometallurgical Plant	Pipeline	No			det_1630	
544	COM00715.00	2019	F.coc			Rail				det_2000	
545	COM00716.00	2019	F.coc			Rail				det_2000	
546	COM00719.00	2019	Con.Ni		Kalgoorlie Smelter	Road, Rail	No			det_1137	
547	COM00721.01	2019	O.Au	395113	Darlot	Truck			July-June	det_2488	
548	COM00721.01	2020	O.Au	436292	Darlot	Truck			July-June	det_2488	
549	COM00727.00	2005	F.coal			Rail				det_2022	
550	COM00728.00	2011	Con.Fe	1800000	Temirtau steel plant	Rail	No			det_1676	
551	COM00728.00	2012	Con.Fe	2270000	Temirtau steel plant	Rail	No			det_1675	
552	COM00728.00	2013	Con.Fe	2100000	Temirtau steel plant	Rail	No			det_1607	
553	COM00728.00	2014	Con.Fe	1600000	Temirtau steel plant	Rail	No			det_1674	
554	COM00728.00	2015	Con.Fe	900000	Temirtau steel plant	Rail	No			det_1673	
555	COM00728.00	2016	Con.Fe	700000	Temirtau steel plant	Rail	No			det_1672	
556	COM00728.00	2017	Con.Fe	700000	Temirtau steel plant	Rail	No			det_1671	
557	COM00728.00	2018	Con.Fe	700000	Temirtau steel plant	Rail	No			det_1670	
558	COM00728.00	2019	Con.Fe	900000	Temirtau steel plant	Rail	No			det_1606	
559	COM00732.00	2015	Con.Fe		Port of Lulea	Rail	No			det_1700	
560	COM00732.00	2016	Con.Fe		Port of Lulea	Rail	No			det_1699	
561	COM00732.00	2017	Con.Fe		Port of Lulea	Rail	No			det_1699	
562	COM00732.00	2018	Con.Fe		Port of Lulea	Rail	No			det_3674	
563	COM00732.00	2019	Con.Fe		Port of Lulea	Rail	No			det_3674	
564	COM00743.00		O.oxi		Bwana		Yes	Zambia		det_1188	
565	COM00745.00	2011	O.Fe	3150000	CAP Huasco Pellet Plant		No			det_2163	
566	COM00745.00	2011	O.Fe	655000	CAP Huasco Pellet Plant	Truck	No			det_2163	
567	COM00745.00	2012	O.Fe	7211000	CAP Huasco Pellet Plant		No			det_2162	
568	COM00745.00	2013	O.Fe	6195000	CAP Huasco Pellet Plant	Rail	No			det_2161	
569	COM00745.00	2013	O.Fe	1293000	CAP Huasco Pellet Plant	Truck	No			det_2161	
570	COM00745.00	2014	O.Fe	8495000	CAP Huasco Pellet Plant	Rail	No			det_2160	
571	COM00745.00	2015	O.Fe	9600000	CAP Huasco Pellet Plant	Rail	No			det_2157	
572	COM00745.00	2016	O.Fe	9863000	CAP Huasco Pellet Plant	Rail	No			det_2159	
573	COM00745.00	2017	O.Fe	9047000	CAP Huasco Pellet Plant	Rail	No			det_2156	
574	COM00745.00	2017	O.Fe	121000	El Romeral	Truck	No			det_2156	
575	COM00745.00	2018	O.Fe	7673000	CAP Huasco Pellet Plant	Rail	No			det_2158	
576	COM00745.00	2018	O.Fe	28000	El Romeral	Truck	No			det_2158	
577	COM00745.00	2019	O.Fe	1841000	CAP Huasco Pellet Plant	Rail	No			det_1972	
578	COM00745.00	2019	O.Fe	928000	El Romeral	Truck	No			det_1972	
579	COM00745.00	2019	O.Fe	528000	Punta Totoralillo Port	Truck	No			det_1972	
580	COM00745.01	2015		94000	El Romeral	Truck	No			det_2157	
581	COM00745.01	2016		168000	El Romeral	Truck	No			det_2159	
582	COM00745.01	2017		447000	El Romeral	Truck	No			det_2156	
583	COM00745.01	2018		407000	El Romeral	Truck	No			det_2158	
584	COM00745.01	2019		243000	El Romeral	Truck	No			det_1972	
585	COM00750.00	2012	F.coal			Rail, Truck				det_2019	
586	COM00755.00	2019	O.Al		Chalco Henan Branch	Rail, Road	No			det_1772	
587	COM00761.00	2008	F.coal			Rail, Truck				det_2021	
588	COM00762.00	2006	O.Al		Korba	Road	No			det_1856	
589	COM00762.00	2007	O.Al		Korba	Road	No			det_1856	
590	COM00762.00	2008	O.Al		Korba	Road	No			det_1825	
591	COM00762.00	2009	O.Al		Korba	Road	No			det_1825	
592	COM00762.00	2010	O.Al		Korba	Road	No			det_1825	
593	COM00762.00	2011	O.Al		Korba	Road	No			det_1806	
594	COM00762.00	2012	O.Al		Korba	Road	No			det_1806	
595	COM00762.00	2013	O.Al		Korba	Road	No			det_1806	
596	COM00762.00	2014	O.Al		Korba	Road	No			det_1807	
597	COM00762.00	2015	O.Al		Korba	Road	No			det_1807	
598	COM00762.00	2016	O.Al		Korba	Road	No			det_1807	
599	COM00762.00	2017	O.Al		Korba	Road	No			det_1805	
600	COM00762.00	2018	O.Al		Korba	Road	No			det_1805	
601	COM00762.00	2019	O.Al		Korba	Road	No			det_1805	
602	COM00771.00	2015	Con.Fe	20000	AHMSA Monclova Steel Plant		No			det_2172	
603	COM00771.00	2016	Con.Fe	50000	AHMSA Monclova Steel Plant		No			det_1974	
604	COM00771.00	2017	Con.Fe		AHMSA Monclova Steel Plant		No			det_1974	
605	COM00771.00	2018	Con.Fe		AHMSA Monclova Steel Plant		No			det_1974	
606	COM00774.00				Tubarao port	Rail				det_1371	
607	COM00784.00	2019	F.coal			Rail, Truck, Barge				det_2011	
608	COM00788.00	2003	F.coal			Rail				det_2024	
609	COM00794.00	2019	F.coal			Rail, Export Vessel				det_2215	
610	COM00795.00	2019	F.coal			Rail, Truck				det_2011	
611	COM00800.00	2019				Road, Rail				det_1378	
612	COM00801.00	2019	O.Al		Chalco Henan Branch	Rail, Road	No			det_1772	
613	COM00808.00	2019	F.coal			Rail, Export Vessel				det_2215	
614	COM00812.00	2004	F.coal			Rail, Truck				det_2023	
615	COM00813.00	2008	F.coal			Rail				det_2021	
616	COM00814.00	2019	F.coal			Rail, Export Vessel				det_2215	
617	COM00815.00	2015	F.coal			Rail, Truck				det_2016	
618	COM00817.00	2015	F.coc	1560000	AHMSA Monclova Steel Plant		No			det_2172	
619	COM00817.00	2016	F.coc	1310000	AHMSA Monclova Steel Plant		No			det_1974	
620	COM00817.00	2017	F.coc	1370000	AHMSA Monclova Steel Plant		No			det_1974	
621	COM00817.00	2018	F.coc	1390000	AHMSA Monclova Steel Plant		No			det_1974	
622	COM00818.00				Tubarao port	Rail				det_1371	
623	COM00821.00	2011	F.coal			Rail, Truck				det_2020	
624	COM00826.00	2008	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1679	
625	COM00826.00	2009	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1678	
626	COM00826.00	2010	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1677	
627	COM00826.00	2011	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1676	
628	COM00826.00	2012	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1675	
629	COM00826.00	2013	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1607	
630	COM00826.00	2014	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1674	
631	COM00826.00	2015	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1673	
632	COM00826.00	2016	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1672	
633	COM00826.00	2017	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1671	
634	COM00826.00	2018	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1670	
635	COM00826.00	2019	Con.Fe		Indiana Harbor	Rail, Lake vessels	No			det_1606	
636	COM00828.00	2000			Fort Site	Ship, Rail	Yes	Canada		det_2413	All of Moa Project's production is shipped to the Fort Site Refinery
637	COM00828.00	2001			Fort Site	Ship, Rail	Yes	Canada		det_2413	All of Moa Project's production is shipped to the Fort Site Refinery
638	COM00828.00	2002			Fort Site	Ship, Rail	Yes	Canada		det_2278	All of Moa Project's production is shipped to the Fort Site Refinery
639	COM00828.00	2003			Fort Site	Ship, Rail	Yes	Canada		det_2277	All of Moa Project's production is shipped to the Fort Site Refinery
640	COM00828.00	2004			Fort Site	Ship, Rail	Yes	Canada		det_2276	All of Moa Project's production is shipped to the Fort Site Refinery
641	COM00828.00	2005			Fort Site	Ship, Rail	Yes	Canada		det_2275	All of Moa Project's production is shipped to the Fort Site Refinery
642	COM00828.00	2006			Fort Site	Ship, Rail	Yes	Canada		det_2274	All of Moa Project's production is shipped to the Fort Site Refinery
643	COM00828.00	2007			Fort Site	Ship, Rail	Yes	Canada		det_2273	All of Moa Project's production is shipped to the Fort Site Refinery
644	COM00828.00	2008			Fort Site	Ship, Rail	Yes	Canada		det_2272	All of Moa Project's production is shipped to the Fort Site Refinery
645	COM00828.00	2009			Fort Site	Ship, Rail	Yes	Canada		det_2271	All of Moa Project's production is shipped to the Fort Site Refinery
646	COM00828.00	2010			Fort Site	Ship, Rail	Yes	Canada		det_2029	All of Moa Project's production is shipped to the Fort Site Refinery
647	COM00828.00	2011			Fort Site	Ship, Rail	Yes	Canada		det_2270	All of Moa Project's production is shipped to the Fort Site Refinery
648	COM00828.00	2012			Fort Site	Ship, Rail	Yes	Canada		det_2028	All of Moa Project's production is shipped to the Fort Site Refinery
649	COM00828.00	2013			Fort Site	Ship, Rail	Yes	Canada		det_2104	All of Moa Project's production is shipped to the Fort Site Refinery
650	COM00828.00	2014			Fort Site	Ship, Rail	Yes	Canada		det_2284	All of Moa Project's production is shipped to the Fort Site Refinery
651	COM00828.00	2015			Fort Site	Ship, Rail	Yes	Canada		det_2283	All of Moa Project's production is shipped to the Fort Site Refinery
652	COM00828.00	2016			Fort Site	Ship, Rail	Yes	Canada		det_2282	All of Moa Project's production is shipped to the Fort Site Refinery
653	COM00828.00	2017			Fort Site	Ship, Rail	Yes	Canada		det_2281	All of Moa Project's production is shipped to the Fort Site Refinery
654	COM00828.00	2018			Fort Site	Ship, Rail	Yes	Canada		det_2280	All of Moa Project's production is shipped to the Fort Site Refinery
655	COM00828.00	2019			Fort Site	Ship, Rail	Yes	Canada		det_2031	All of Moa Project's production is shipped to the Fort Site Refinery
656	COM00837.00	2019	F.coal			Rail, Export Vessel				det_2215	
657	COM00840.00	2019				Road, Rail				det_1378	
658	COM00850.00		F.sbc		Bayswater Power Station, Liddell Power Station	conveyor Belt				det_1137	
659	COM00850.00		F.sbc		Newcastle port	Rail				det_1137	
660	COM00852.00				Port Hedland	Rail				det_1137	
661	COM00853.00	2019	Con.Ni		Leinster	Road	No			det_1137	
662	COM00856.00				Port Hedland	Rail				det_1137	
663	COM00858.00	2019	F.coc			Rail				det_2000	
664	COM00861.00	2018				Air, Sea				det_1074	
665	COM00869.00	2020	F.coal		NPLCT (North Pulau Laut Coal Terminal)					det_2465	
666	COM00873.00	2003	F.coal			Rail				det_2024	
667	COM00875.00		F.coal		Port of Newcastle					det_2639	
668	COM00879.00		O.FeTiO3		Namakwa Sands Smelter	Rail	No			det_1553	
669	COM00879.00		O.TiO2		Namakwa Sands Smelter	Rail	No			det_1553	
670	COM00879.00		O.Zr		Namakwa Sands Smelter	Rail	No			det_1553	
671	COM00887.00	2019	F.sbc		Four corners Power Plant	Rail	No			det_1137	
672	COM00889.00		Con.Cu		Port at Setubal					det_1592	
673	COM00889.00		Con.Zn		Port at Setubal					det_1592	
674	COM00892.00	2018	F.coal			Truck, Rail				det_2030	
675	COM00912.00	2019	F.coal			Rail				det_2215	
676	COM00915.00	2019	F.coal			Rail, Export Vessel				det_2215	
677	COM00916.00					Air, Road				det_1175	
678	COM00924.00		F.coc		Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port	Rail				det_1137	
679	COM00937.00					Road				det_1137	
680	COM00949.00	2018				Air, Road				det_1074	
681	COM00952.00	2017	F.coal			Truck				det_2026	
682	COM00955.01	2019	Oth.cuca		Antofagasta port, Mejilones port	Rail				det_1137	
683	COM00955.02	2019	Oth.cuca		Iquique port	Road				det_1137	
684	COM00956.00	2008	O.Al	4684684	Damanjodi Refinery	Conveyor belt	No		April-March	det_1855	
685	COM00956.00	2009	O.Al	4700027	Damanjodi Refinery	Conveyor belt	No		April-March	det_1855	
686	COM00956.00	2010	O.Al	4878888	Damanjodi Refinery	Conveyor belt	No		April-March	det_1854	
687	COM00956.00	2011	O.Al	4823908	Damanjodi Refinery	Conveyor belt	No		April-March	det_1854	
688	COM00956.00	2012	O.Al	5002626	Damanjodi Refinery	Conveyor belt	No		April-March	det_1854	
689	COM00956.00	2013	O.Al	5419391	Damanjodi Refinery	Conveyor belt	No		April-March	det_1854	
690	COM00956.00	2014	O.Al	6292677	Damanjodi Refinery	Conveyor belt	No		April-March	det_1854	
691	COM00956.00	2015	O.Al	5739120	Damanjodi Refinery	Conveyor belt	No		April-March	det_1853	
692	COM00956.00	2016	O.Al	6340142	Damanjodi Refinery	Conveyor belt	No		April-March	det_1853	
693	COM00956.00	2017	O.Al	6825000	Damanjodi Refinery	Conveyor belt	No		April-March	det_1853	
694	COM00956.00	2018	O.Al	7025109	Damanjodi Refinery	Conveyor belt	No		April-March	det_1853	
695	COM00956.00	2019	O.Al	7230546	Damanjodi Refinery	Conveyor belt	No		April-March	det_1853	
696	COM00960.00		O.Al		Alunorte		No			det_1373	
697	COM00965.00	2016	F.coal			Rail, Barge				det_2233	
698	COM00969.00		F.coc		Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port	Rail				det_1137	
699	COM00974.00	2017	F.coal			Rail				det_2245	
700	COM00996.00	2019				Road				det_1768	
701	COM00999.00		F.coc		Hay Point port, Dalrymple Bay port	Rail				det_1137	
702	COM01005.00	2017	F.coal			Rail				det_2026	
703	COM01010.00				Mount Goldsworthy at Mining Area C					det_1137	
704	COM01012.00	2018	Con.Fe		Zenica steel plant	Road	No			det_1670	
705	COM01012.00	2019	Con.Fe		Zenica steel plant	Road	No			det_1606	
706	COM01016.00	2020	F.coal		PT. Adaro Indonesia port Kelanis	Truck				det_2463	
707	COM01036.00	2020	F.coal		Tanjung Bara Coal Terminal	Conveyor belt				det_2465	
708	COM01070.00	2019	F.coal			Rail				det_2215	
709	COM01073.00	2019	F.lig		Red Hills Power Plant					det_1976	
710	COM01080.00	2003	F.coal			Rail, Truck				det_2024	
711	COM01086.00	2009	O.Ni	190345			Yes	Japan		det_2306	Nickel grade: 2.07%
712	COM01086.00	2009	O.Ni	272140			Yes	China		det_2306	Nickel grade: 1.68%
713	COM01086.00	2009	O.Ni	2520231	Coral Bay Nickel Corporation		No			det_2306	Nickel grade: 1.12%
714	COM01086.00	2010	O.Ni	224672			Yes	Japan		det_2306	Nickel grade: 2.03%
715	COM01086.00	2010	O.Ni	1030690			Yes	China		det_2306	Nickel grade: 1.75%
716	COM01086.00	2010	O.Ni	2620989	Coral Bay Nickel Corporation		No			det_2306	Nickel grade: 1.33%
717	COM01086.00	2011	O.Ni	432831			Yes	Japan		det_2306	Nickel grade: 1.88%
718	COM01086.00	2011	O.Ni	1689425			Yes	China		det_2306	Nickel grade: 1.63%
